,user_id,actual,own_rec
1671,1936,"[  986394  7440665   856335   839147  1085604 12782180   834103 12987831
  6463949  5571541   851057   948953  7431990  9836415 12649469   819518
   826249   844179   861675   864063   867188   868971   885697   899038
   903183   914190   923746   962229   962568  1004906  1008626  1026469
  1029743  1050645  1068719  1075283  1084412  1088429  1094619  1098066
  1110244  5568072  7410344  9368203  9677202   860501   971922   976214
  1056492  1065593  1138443  8090993  8177622 13382200  1069047  6533765
  6534178 15596572 13095243 15687009   871722   986869   995785  1042942
  1118627 12324954 12385374 15926638  5585882 10204861 12987817]","[1082185, 995242, 1029743, 1106523, 1133018]"
1672,1937,"[  822407   824642   827781   833724   834570   836085   843259   853449
   857006   860890   866534   877580   886926   907128   919423   929668
   939578   957610   959985   962229   964342   976998   983936   986912
   999104  1001646  1007339  1009918  1017041  1026712  1029372  1030967
  1054814  1066518  1067204  1076135  1082185  1084203  1084331  1093603
  1095751  1099991  1107075  1115896  1137483  5978648  5978656  9570062
  9803810  9858742 12330793 12582513 12605172 15927403 15973193  1048507
  1121393  1012122  1087995  5568843   834484   851676   857849   878445
   879689   882595   901062   909714   915390   918335   921614   929309
   934427   970747   971195   974988   984058   984715   989935   992153
   995230   995965   999102   999207  1006184  1070105  1096635  1111825
  1112754  1127232  1127264 13158905 13158971 13877192 15660095 15687068
   940980   946360   969791   972229   980246  1068224 12352110   819927
   860776   889319   890610   892406   903325   937413   940770   942005
   957013   957839   990814   991575  1004906  1042697  1065208  1068315
  1070820  1081177  1089025  1091858  1095100  1100049  1100410  1112238
  5996469 13008334 13416809   881101   935210   951412  1007512 13910339
 16100266   896126  1049826  1076056  1092986   826249   830503   835973
   837270   851150   872382   893321   900842   903800   925437   945652
   953476   964327   999858  1028816  1040693  1043301  1044275  1055646
  1085476  6704329  9526730  9827950 10149640 15924952]","[1082185, 995242, 1029743, 1106523, 1133018]"
1673,1938,"[ 8293439   821138   842249   871756   912812   918335   919534   923430
   923746   924423   925514   939681   942166   956672   965679   976767
   978868   998912  1000856  1003472  1008814  1009046  1018769  1025717
  1048300  1060193  1069506  1069863  1071746  1089888  1122679  1124507
  5995101  5995177  6464170  7433886  9297309  9553031  9655758 13008079
 13382307 13382402 15596914 15716677 15717047 15830707 13512288]","[1082185, 995242, 1029743, 1106523, 1133018]"
1674,1939,"[ 6534178   833025   844179   853448   859075   869150   874058   874972
   879876   883817   891440   892531   896085   897954   910032   913210
   953539   954256   969932   970924   973673   981288   985265   989075
   994894  1004906  1029743  1031083  1032924  1033046  1053763  1057855
  1068719  1071342  1071939  1089045  1090931  1101173  1126884  1130763
  1139525  6548453  6919320  7166696  8291322  9487606  9527257  9677460
 12172178 13189919 13213057 13213441 16059046   834826   857849   859129
   868401   878739   883932   887342   891516   905913   908531   918994
   924967   926905   927484   935008   935842   940631   942151   954179
   969800   970745   973868   976955   981760   993638   995876   998373
  1004385  1013321  1016800  1022981  1027168  1042571  1060005  1064441
  1069531  1083947  1087102  1089023  1103105  1110695  1114694  1115228
  1130858  1135573  1137025  5591141  6704134  7166791  7410019  8019563
  9836106  9858848 12301100 12384365 12384729 15778553 16770156  1096603
   849264   858042   903111   916050   917381   957267  1059593  1109352
  1111632 10284966   918331   999142  1044078   823774   872382   883404
   917033   979423   995242  1001209  1095100  1110039  5566904  7442008
  8204833  8357539 10285106 10285144 15971523]","[1082185, 995242, 1029743, 1106523, 1133018]"
1675,1940,"[  824047   861272   891141   891890   997406  1009344  1074362  1082185
  6703789 15717272   845050   905239  1076769   825412   828867   860776
   943827   950118   969866   995785  1002178  1010582  1026118  1028816
  1049253  1059763  1132343  1139702  9655708]","[1082185, 995242, 1029743, 1106523, 1133018]"
1676,1941,"[  929433   976955  1089766  1133018 15596317   907631   831763  6772852
   881917   947798   967065  1113111  5981074   854329   883404   966379
  1104882   851057   908531  1044078 13190153  1090864 12385844]","[1082185, 995242, 1029743, 1106523, 1133018]"
1677,1942,"[  839656   877447   899019   929433   948231   978306  1004906  1022981
  1047051  1080331  1110572  5585510  9221287 13512060 13776765   936698
   957232   995876  1017195  7466863 12171921 15830451  1053690  1106523
  1120443  1127825 10311276 12171843 15972332   837248   843656   859121
  1122547  6633045  7409880 10149301 12731436   844165 10182850  1039460
  1108614  1136257  1139184   863529   883404  1086384 12351884 12384688
 12949607 13511893 15452846   873627   896613   965041   985420  5569230
  5578856  8181048  1005809 13115508 13377353 15596088  6704452 12330609
 15927377  1124729 12301323 12301639   900482 13158410 14111292   847270
   868909   969932  1003487  8019902  9799034 15926572   908493   930344
   993703  1071939   866292   870217  1076176  8157539   970260  1009246]","[1082185, 995242, 1029743, 1106523, 1133018]"
1678,1943,"[  844179  1095227   856326   905539   849843   925514  1122358  5569471
  7152455 15741043   897954   965331  7149521   859075  7147142   872137
   986394   833715   866778   903674   947798   985893  1003421  1033615
  1068719  1111072  1018789  1046555   824555   845705   850614   861603
   868075   880423   883404   898601   911215   926680   930385   930917
   931777   935968   937791   951526   954006   973673  1029624  1043095
  1053763  1065122  1077555  1097239  1108131  8119157  8205218   822785
   827667   838602   848015   882308   884333   911470   912280   914186
   918390   937686   938700   945499   962676   973861   987628  1024051
  1029743  1062453  1075470  1079292  1080622  1095242  1103105  1113768
  1127624  7410201  9296965 14025541 15452812   879755   993617]","[1082185, 995242, 1029743, 1106523, 1133018]"
1679,1944,"[ 6534178   843756   849469   849578   870315   880427   900145   919423
   945662   971922   979174  1006342  1029743  1036658  1052912  1056651
  1070820  1082185  1097761  1121384  7025106  8019977  9297461  9925966
 13133787 13158450 13876344 15716375   926823  1099871   994783   847207
   847982   879734   887102   897810   916975   918018   923654   943349
   948953   994223  1002178  1013407  1088103  1125497  1131488  5978648
  9187974  9803689 13007284 13008325 13115161 14106445 15566938 15570738
 16729415   826969   834484   847270   861792   908846   910255   920223
   923723   926032   942045   942778   962568   969941   979707   995785
   996795  1022254  1022981  1025650  1033220  1045826  1077312  1083846
  1098844  1137688  6534030  7159529  7410168  7441118  8119297  9803383
 10344585 12301743 12946027 12984929 15452409 15741580 15831387  1089392
 14025601   834158   839075   848471   895540   927028   929652   949431
   957736  1003141  1010164  1028816  1103068  1119405  1131892  5567143
  5592736  7409940  7410344  8069118 12731436 13189899   834932   851183
   871402   871946   878996   889774   896083   925626   942817   947326
   965292   970866  1023720  1048068  1060976  1061982  1101437  1123792
  1127624  5580793  9420082  9827666 14025498 15569394 15926105 16099830
 17284346  7169002  7169078   958023  1004001  9798958 12604298 12781759
 13381494]","[1082185, 995242, 1029743, 1106523, 1133018]"
1680,1945,[1011920],"[1082185, 995242, 1029743, 1106523, 1133018]"
1681,1946,"[  822936   838347   862101   880234   897731   911812   919898   921836
   923746   941484   944466   969771   974619   995233  1070820  1082185
  1103742  1127097  1130029  6979160  9677099 10341697 10344585 12582288
 12757544 12946027 13511475 16729296   840322   987169  1013597  1050524
  1082627  1097991  1102829  1128464 10285106 13115375 13512916 15715907
 15863788 15927652   897125   913755   916122   920109   958729  1011821
  1016539  1100555  6979061  8249290  8249440 13417853 13511916 13512055
 17179012]","[1082185, 995242, 1029743, 1106523, 1133018]"
1682,1947,"[  825541   845307   854852   858302   908408   919423   933835   970119
   978343   991747  1001827  1002739  1028938  1056621  1082185  1097635
  1126899  6463742  7462562  9245106  9245347 13072754 13115407 15452631
 15973135   840361   843819   844740   845193   865528   867188   871652
   883616   885023   911812   937626   943076   950299   951590   968269
   976112   993466  1002139  1037863  1037965  1040807  1069979  1113415
  1127701  5568378  5592261  8014645  9653714 12487525 15926886   992340
  7410347   867667   888532   901776   930917   994261  1044805  1130763
  7166791  7166817  9834742   823798   845265   936924   944249   985579
   995965  1017195 10149640 13008327   825650   826571   828331   835285
   856060   860703   907441   907631   911974   921920   922736   943169
   945821   952408   955337   971922   976998   992272   995242   999965
  1006800  1018387  1035169  1046968  1051211  1054814  1075470  1079840
  1084138  1099372  1116096  5569349  7166786  9881592  9881666 12301405
 13095614 13213552 13417558 15717120 15717360   948833   995478  1002178
  1040693  1065035   823758   827919   837248   869604   874617   901067
   916050   916654   919427   951197  1004906  1068719  1076738  1086103
  1093571  1105917 12132353 13876458]","[1082185, 995242, 1029743, 1106523, 1133018]"
1683,1948,"[  839040   848319   864846   873654   888783   898011   920752   922340
   931996   965719  1022981  1034499  1035843  1053489  1055015  1058997
  1065453  1125904  6602590  7410168  9655647 14025183 15511396 15973171
  1064945 13944807   819840   854852   891516   903150   920155   958549
   981103   995785  1065593  1131351  5578643  5584100  6552438  6602440
  6632712 13512916   824005   826150  9878513 13769262   849843   942151
   987562  1016188  1041259  1081853  1083770  5570069  6602327   825682
   918086   953476  1049822  1123792  8181440 12172355 12330794 13511916
 16770144   900802   905817   919158   958909   994928   997907  1026118
  1083960  1092424  1115358  1128016  7155863  7410013 14111230  1137688
   840173   916993  1062002]","[1082185, 995242, 1029743, 1106523, 1133018]"
1684,1949,"[  947326  1038038  1067933  1130777   846114   902202   923746   924531
   930187   962568  1013149  1013321  1022254  1096290  1099270  1138953
  5592931  9553031   871756   895311   908843   913159   945611   950894
   957243   961980   986382  1008626  1020210  1048833  1050286  1086118
  1092303  1130858  1136593  1136755  5585510  9527159 13910688 14112236
   827100   828557   862682   909396   976648  1068224  1133018  5567889
  5569631  6552318  8019716 10285141 12604336 12672816 15926927 17215077
  1127831   824555   835618   845537   846241   897306   899838   929327
   937571   940332   951526   967762   968164   969463   999730  1004857
  1029479  1031833  1044078  1050131  1054030  1057855  1067954  1077490
  1101449  1106091  1118598  1121410  1127732  1130458  7442843  9676837
 13909964 17328345   946484  1022012  1077588 10149640 12330376   956599
   985119  1033615   874972   898394   973535  1019142 12262978 12731685]","[1082185, 995242, 1029743, 1106523, 1133018]"
1685,1950,"[  913202   962229  1039156  7441118   927841   931777  1039840  5592931
  6034966 13213342 13213682   822965   824256   847789   855716   876932
   884103   889836   921504   928751   956813   977545  1022527  1029743
  1043128  1054434  1055201  1066069  1088147  1103741  1105623  1106523
  1119051  1131321  5978656  7410013  8019716 12670635 13115941 15716445
  1073718  1108168  1126895   833715   862139  1085778   825541  1044805
  1081177  1137885   843948   845622   853522   883404   911609   961353
   976998   990469  1079987  1138327  5570109  5578494  5587133  5588238
  9420334  9878610 13115501 13157940 13157945 13213310 15777809 15831407
   869604   871756   883003   940980   946977   950439   992393  1087102
  1096261  1115529 10251745]","[1082185, 995242, 1029743, 1106523, 1133018]"
1686,1951,"[  822785   833351   835247   850841   869577   896027   919126   927011
   947211   970605  1040693  1055646  1062782  1072524  1082185  1095242
  1097815  1105769  1127831  1135768  5564906  7443348  7466852 10307182
 13008327 13511475 13511916 13877156 15596279]","[1082185, 995242, 1029743, 1106523, 1133018]"
1687,1952,"[ 6534178   866172   996506  1076738   922636   969568   987480   995628
   998270  1075175  1075470  1098248  1115335 12524691 16809471   819308
   861603   887962   895166   896613   900802   944534   962970   995502
  1006555  1021116  1029743  1098066  8358563  8359154  9835451 13003092
 16809431]","[1082185, 995242, 1029743, 1106523, 1133018]"
1688,1953,"[  852180   981944   991379  1033615   827919   932242   842886   958382
   972143   921432   993638  1051069 13190673 15800619   834833  1023473
  1050851  1106301 13944807 16100266]","[1082185, 995242, 1029743, 1106523, 1133018]"
1689,1954,"[  961979  1019247  1076154   870420   914777   962568   987838   995852
  1026118  1041157  1041259  1084036  8358846  9835606 12649252   923235
   995785  1110793  5592810  6979753 12731641   825751   829323   857638
   866140   901557   919012   929628   952981   953134  1005186  1009518
  1040935  1074333  1080331  1082185   997083   973547   970792  7145275
  9396807  9396885  9857204 13133920 13134003 13134213 13513343 13987188
   847049   888404   934639   988460   994928  1029743  1047971  1105769
  1107543 16770147   903324   945164  1038745  1112169   883186   889511
  1006098  1066882  1112212  7147145 15595996 15596389 15596470 15596771
 15596961]","[1082185, 995242, 1029743, 1106523, 1133018]"
1690,1955,"[ 6534178  1063739  1085604 15926712   843304   873902   883404  1071554
  1082185   950998 12808389   823858   831124   867721   871500   913686
   955747   997363  1042942  1080349  6423739  6442571  6773016   834491
   837751   841287   855288   860469   864615   880797   883068   902396
   914754   915715   918368   925230   938700   955867   959264   961791
   974250   982833   987941   989101   992870  1002130  1007414  1016276
  1030819  1050851  1096317  1099316  1104695  1123434  1133018  9420159
  9573206  9677370  9835408 10150194 12605652 13115805 13115879 14077636
 15596349 15831255 16729299 16809685   819518   845208   892008   901776
   904375   920145   930803   930917   941198   945779   956671   958288
   968057  1045220  1070716  1082627  1098844  1115228  6979313  9858742
 13910006 15926844 15800882 15927257 16809431 16809471   821344   933514
   950824  1051781  1054262  1056746  1085762  1089457  1108092  1134174
  5569583  6979191  9829661 12731714 15926927   822073   857294   859075
   891217   892221   907099   918835   925054   953735   957839   969703
   981760  1002838  1014981  1029684  1046047  1053058  1062002  1084551
  1109516  1110126  1130358  5995628 10150101 12781666 15926962 15971897
   997821   962950  1135868   879755   832678   850820   852863   874865
   884333   885447   897954   906017   930955   951590   961554   994263
  1004906  1017313  1113768  5567622  7409789  9527549  9837801 10143885
 13654811   839162   861256   867020   873178   889774   895910   953180
   966170   979707   980666   982960   983316   987724   989726  1039348
  1050482  1064752  1068708  1098066  1106301  1116096  1129949  1130716
  5591083  5591538  7142937  7409796 10456015 10456174 13115548 13213439
 15596379 15826666 15863943 15926638]","[1082185, 995242, 1029743, 1106523, 1133018]"
1691,1956,"[  853041   869874  1018151  1038814  1094624  1126795 10457233  1071854
   841899   907625   922092  1017616  1058754  1093060  1116369  9420180
   998008  5568378  9676965 13115579 15659914 15778289   933835  1108994
  1126899 13841744   959015   970866  1017407  1132814 12188388   865156
   867709   951590   966684  1068001  1070820  5568249  5569374   837381
   914632   952172  1097602   827393   920308   943827  1022338  1047686
  5564683  9526512  9676852]","[1082185, 995242, 1029743, 1106523, 1133018]"
1692,1957,"[  821200   823365   833025   872066   934676   962229   964520  1029743
  1040807  1056778  1071939  1098844  1108094  1132280  5568995  7025193
  8177622  9245108  9487769 10121965 13115590 15926885   826249   831919
   845622   854405   875027   885863   907631   919534   941427   952972
  1015785  1055646  1063920  1073546  1082185  1097589  1117572  1128206
  5592232  5592734  5978648  5995228  9833277 13377247 13777408 15926928
  1055425 15928058   829291   831523   894484   913278   824546   898068
   903350   938700   944139   956067  1053985  5568378 12754165 13095097
 13095471]","[1082185, 995242, 1029743, 1106523, 1133018]"
1693,1958,"[ 1201670  1204943  1211985  1266004  1276537  1277083  1343528  1357877
  1375387  5127944  5637894  5997528 12670146]","[1082185, 995242, 1029743, 1106523, 1133018]"
1694,1960,"[  844179  1059473  9365106  6534178   831628   833025   837304   839656
   862349   899019   903230   987562  1007191  1017369  1048750  1060269
  1070820  1095100  9835606 12352419 12427353  1749279  1799454  1847410
  1856961  1870702  1898878  1979750  1986053  2013816  2032229  2036316
  2045652  2059420  6607286 13215961 15780345   825343   871061   880150
   899624   926796  1043416  1044078  8065410 12731702 12757007 16809471]","[1082185, 995242, 1029743, 1106523, 1133018]"
1695,1961,"[  849843   861819   883404   893018  1031864  1065941  1074754  1106523
  1109370  1115335  5587656   843756   892314   903325   923746   965638
  1001728  1010029  1010571  1027773  1058779   970792  1011300  1089930
  1095040  9420182   931671   982790 12781831   928123   833715   919534
   951674  1054424  6463792  6703753 12330860 13876640 15452678 13877256
   861279   972416  1006483  1118264  1107553]","[1082185, 995242, 1029743, 1106523, 1133018]"
1696,1962,"[  859075   903325   976199  1022254  1069575  1112825 16100266  1027569
 13776705   869755   874617   911812   930917   990797 12262679 15717069
  1008626   982291  1023815  5572234   907957   908575   952707   970409
   974743  1039464  1051207  1065061  1065303  1073224  1094924  1121059
  8014645  9835694 12263931 13115207  1056509  6391381   926525  1046465
  1071939  1109090 10284942  6534166   833025   837362   854852   867709
   903674   908318   928589   940947   988202  1013641  1055646  1064213
  1082185  1086331  1107313  9832469 13877248 15596112 15741787   966541
   990975  1127543  9831882   900802   913210   920227   962568   977543
   981888  1024875  1039672  1066463  1115711  1116242  5980869  6904428
 12731544 12810227]","[1082185, 995242, 1029743, 1106523, 1133018]"
1697,1963,"[  821083   825412   833025   834484   840609   847982   852521   856519
   862349   875396   886996   893411   896938   897088   897125   903325
   905081   928754   938700   945998   946193   953838   963502   979707
   987724   995785   998049   999779  1004223  1010690  1027447  1029624
  1052912  1058779  1074697  1076195  1099089  1130468  1136257  5566904
  5569471  7143614  7155863  8249357 10344971 12695656 12949944 13416351
 15716751 15778289 15778436]","[1082185, 995242, 1029743, 1106523, 1133018]"
1698,1964,"[  858924   870428   904774   905913   907792   957422   979707  1002771
  1022254  1068715  1131236  5580577  8249365   842407   887503   890377
   920455  1055646  1058115  1065380 16733707   819518   857055   894406
   911470   913425   925350   937791   976406   987445   995242  1013572
  1018670  1037863  1040848  7440663 10285106 12731685   862732   914492
   956284   969568  1076608  1097991 13910513 13911037 15715933 15797816]","[1082185, 995242, 1029743, 1106523, 1133018]"
1699,1965,"[  849843   883404 16059169   829394   848761   873654   919427   933210
  1043406  1058997  1082185  1106523  1112223  9881592  9881593 15973008
   866227   995916  1098066   893018   893626   937737  1022003  1026758
   826144   874972  1050425 12605286   876932   908531 12757007   826249
   849264   973880   974306   979728  1069635  8205017  8358671  9527417
  9884484 12352419 13039059]","[1082185, 995242, 1029743, 1106523, 1133018]"
1700,1966,"[  826249   832249   833724   847270   847344   888463   900802   903077
   903325   956599   988277   991411   999104  1004906  1038144  1040346
  1082185  1098844  1109642  1138467  6919619  7157749  7409612 12692328
 15717070 15717358 15927661  1045150  5590965   820165   820486   839147
   849257   885586   913490   925514   936924   944836   949616   979778
  1124729  5570685  5996611   890610   915041   979057  1007244  1015067
  1022254  1029504  1040693  1048462  1069781  1077285  1098485  1112766
  1124077  1124507  1131133  1131892  5567601  7025106  9655482 13511822
 15830568 16770135   869577   907994   909714   944249   950271  1031864
  1066725  1078741  1108131  1128665   828987   846429   856166   859427
   889041   889188   894232   894968   896369   912301   914367   916122
   926011   926682   932248   944317   944622   947326   951976   962185
   986760   999134  1007746  1038217  1049708  1054216  1059527  1077373
  1085872  1092446  1113460  1120443  1125497  1139471  8119101  9670915
  9836912 13416932 15596413 15597065   828557   862349   862725   878157
   879445   921920   986947   996114  1019643  1110867  1138631   819643
   874643   896163   917033   926549   941734   948150   957232   985234
  1021599  1028885  1071027  1098248  1104343  1134174  1135310  6602327
  7442613  9705473  9837501 13909975   834484   844165   845705   896436
   927648  1028705  1138132 13115914]","[1082185, 995242, 1029743, 1106523, 1133018]"
1701,1967,"[  963719  1020112  1054504  1098863  6919128 13190349  1046465  1095382
 15831567   822241   835576   844165   845537   849505   850601   860776
   873916   874966   900418   904023   909750   911215   912739   936634
   937791   944137   944466   951526   962568   972742   973673   989075
   990680   996123  1002313  1008547  1029743  1036432  1041476  1046521
  1065067  1118598  1123045  1129822  5995215  7087300  8180927  8292958
  9526313  9655242 12384564 15452727 15483479 15831123  6534178   914632
   918510   922907  1121393 10284946 10351524 12386057 12781986 13672073
 15596933]","[1082185, 995242, 1029743, 1106523, 1133018]"
1702,1968,"[  897125  1008673  1090676  7025047 14077333   823265   846695   850807
   862822   870927   891505   896974   909744   914190   954351   972191
   978306   981760   985524  1003836  1020210  1030502  1056651  1082185
  1088628  1106523  1113588  1115896  7409971  7410343  9337142  9396526
  9526313  9707137 10284931 12330401 13213121 13213357 13416091 13775706
 15971504   849843  6534178  1011089]","[1082185, 995242, 1029743, 1106523, 1133018]"
1703,1969,"[ 1029743 12648296 13115525   855310   873964   921744   951561   951674
   981760   983034  1051757  1065593  1085333  9526892 15571171 15972213
   853119   890749  1051882   907652  1004596 13190294   827894   829323
   839243   845774   854042   859075   873654   902396   903261   906273
   911812   914190   916381   945998   949620   969977   972229   985445
   990797   998373   998444   999913  1022254  1043064  1054262  1060316
  1064441  1074271  1082185  1103741  1104414  1106523  1121360  1121393
  1122568  1131892  1135410  1138467  6533608  6534035  6534578  8090509
  8090537  8090546 13416285 14077520 15570760   826249   841228   860776
   934676  1081177  6391436   986327   844165   893501  1013321  1084331
  1092026  1139835   841220   859010   868075   899617   920461   999270
  1034134  1098066  1100658  1104584  1127817   916122   995055  1022872
  1094308  1106301  1134175 15596383   858999   923746   995242  1044078
  1055072 15972333   851819   869577   997907  1004906  1034686  1043590
  1074697]","[1082185, 995242, 1029743, 1106523, 1133018]"
1704,1970,[1072086],"[1082185, 995242, 1029743, 1106523, 1133018]"
1705,1971,"[  929180  1029743  1014509  1097001 10284946 10285243  2389088  2396669
  2399108  2399507  2403403  2407538  2409797  2417428  2424234  2427321
  2428094  2440840  2453915  2457998  2462772  2465915  2467644  2470725
  2493806  2495390  2500606  2519690  2522053  2524211  2530854  2532448
  2537400  2537731  2541140  2548140  2553245  2557509  2583145  2584300
  2584454  2587511  2595530  2605592  2629848  2633568  2636835  2646515
  2660976  2664342  2670382  2676910  2683226  2688556  5774446  7476920
  9225671 13140463 13429163 13881454 15524285 15783118 16806953  2462012
  2581046  2600877  2643986  9892003 10187713 12208221 15783117   905539
  1058997  1095700 15926886   907945  1109805 12757140 14111683   924423
   999730 12731707]","[1082185, 995242, 1029743, 1106523, 1133018]"
1706,1972,"[  856060  1133018   877523   890689   907308   913202   916381   920421
   973889  1032549  1033615  1042702  1051305  1080989  1111839  6773227
  7167219  7440663  9527158  9527487  9827953 15717040   824122   851528
   974988   991573  1029743  1107159  1114006  9487927 10121942 12263620
   899823   916416   940731   951035  1015597  1019078  1022254  1028805
  1123086  5592737   854354   905636   907014   929018   941797   957232
   988460   998984  1029964  1096635  1138487  7410335  9187191  9337808
 13213439 15926725]","[1082185, 995242, 1029743, 1106523, 1133018]"
1707,1975,"[  820301   821344   834491   873627   879699   880234   883003   894447
   995242  1013703  1063321  1071343  5996608 15593472 15593701   830976
   840361   849843   956200  1012913  1017887  1070076  1074697  1087102
  1095275  1108152  1136257  5569309  5574377  6391528  9836460 12384365
 14025461   819849   939694   970710  1110057  5570168  8068261  9297106
  7441419   859075   868319   925711   932647   951590   989069   996156
   999631  1003487  1015597  1021152  1075536  1080155  1082185  1084526
  5566309  5568378  5569376  5978648 12524323 15452640 15972817  1136524
 13213676   823176   836281   847270   908318   908846   933913   962970
   977344   990762  1004475  1021670  1024731  1033403  1092588  1110244
  5565831  5567148  6633244  9419962  9859111 13213552 17104608 17104946
 17105253  1011300  1037894   837005   931775  1003179  1091964  1102959
  1123035 13212996   861973   933835   961554  1006184  5568729 12949301
   844230   914513   950384   951526   993915  1008074  1036432  1108055
  7409895  9704174 14025185   967760  1111937  5978656  6534178   847789
   986187  1039840  1047944  1138443  9836386 13776816 14050428   986912
  1125278  1066843 13944807   976998 13910998 15596867 15971716   839040
   846466   872762   952924   956127   961791   976199   983106  1005457
  1026944  1048962  1050530  1065380  1093625  1095342  1100125  1115175
  1120349  5569230  5569471  6534077  6534482  8090513  9553151  9677021
  9827950 12301109 12673402 17170480   888217   847344  1124823   833969
  1015548  1048507  1066783  1093490  1102949 15592590   819927   845265
   951761  1117393  9859183 12487641 15972055   846554   886372   914190
   946788   981103  1026094  1059527  1118627  5567862  5571310  6442716
  9245106  9571047 12648586 15927942 16223193]","[1082185, 995242, 1029743, 1106523, 1133018]"
1708,1976,"[ 1019637  1082990   895473   954347  1018769  1104483 12599756   932888
  1011687  1106523  1137483 14050574   903230  1074040  1101010   856455
   865885   871611   874736   884774   937845   961269   961747   965719
   976998   999779   999971  1018948  1044655  1080155  1132770  1133018
  5592094  9420312 13777278   890657   950615   964968   967065   980727
   829116   830015   859121   906830   999318  1053690  1068719  1070639
  1088628  1136257  6513810 12384365 15926863]","[1082185, 995242, 1029743, 1106523, 1133018]"
1709,1978,"[  832785   883003   932242   952707   957821   961756  1009449  1061522
  1062660  1137775  9245312   826249   834236  1075074  1096792  5592779
   926210  1022981  1048208  1059236  1059969  1082185  1110793  7409663
 12757162 13877197]","[1082185, 995242, 1029743, 1106523, 1133018]"
1710,1979,"[  860776  1069415  1082185  1106523   979707  1004906  1046217  1029743
  8090784 13039783   856345  1133018]","[1082185, 995242, 1029743, 1106523, 1133018]"
1711,1980,"[  819330   834399   834826   840890   844165   869243   869388   873902
   877498   883404   885863   898121   925111   935993   936594   949151
   952408   957736   962568   964120   965543   978077   993466   995242
  1022097  1033142  1042571  1051791  1055646  1065021  1069344  1071759
  1081177  1082269  1101010  1117690  1120780  1132771  5568447  5995245
  8090537  9445919 13213114 13213304 13213402 13416374 13417613 15506691
  1107030   894627   919534  1037340  1061220  1076817 12386240   875694
   889774   940108   965557   974104   992300  1059930  1094781  8160319]","[1082185, 995242, 1029743, 1106523, 1133018]"
1712,1981,"[  995785  1037332  1041512  1126899  5978656  7168383  9296986 15717046
   902856  1076870  7166786  7167967  9296987   855192   867668  1044805
  1095970  1130763  7442004 15716445   896444  1082212  1106523 15452902
  1122358   858418   943076  1020210   829617   860776   944296   982755
  1063577  1087605 10356540 14077304   961747   998026  1048332  1060292
  1108610  1118033 16733706   968936   914190   996851  1071377]","[1082185, 995242, 1029743, 1106523, 1133018]"
1713,1982,"[  847270   854405   912451   919158   961554   961803   975680  1023815
  1058997  1082185  1086504  5582789  5585635  5585639  5586942  5588121
  6632986  6979803  7408211 15597009 15924983 16769841   850157   856335
   896672   908775   908846   935218   962568   970202  1017059  1028816
  1067779  1071759  1081177  1093571  5586076  5590287  5995705  6548453
  9553031  9832156 12262492 12811532 16770147  6533889  1130729 12781986
   859427  5583944  5588666 15596498 16769634   834484   898349   924562
   924889   989824   995785  1011504  1041259  1080472  6034964 16100266
   824005   826419   827806   844165   887234   906772   915295   924092
   970030   981760  1004054  1044805  1067849  1068843  1123086  5588582
  5592993  9523079  9859128 10142276 13039154 14111324  1022872  1131374
 12946027   995478  1054262  7409485   925112   959638   979707  1077373
  1116821  1121384]","[1082185, 995242, 1029743, 1106523, 1133018]"
1714,1983,"[  856060   865705   866211   908318   923673   961554   986947   996016
   996259   998444  1011888  1024306  1038462  1053690  1098248  1122876
  7166865  9803601 12301399 17209602]","[1082185, 995242, 1029743, 1106523, 1133018]"
1715,1984,[ 843171  867188 1078023  995242],"[1082185, 995242, 1029743, 1106523, 1133018]"
1716,1985,"[  829427   842707   911311   953180   962229   966379   972931  1045515
  1065038  1082185  1085780  1091938  1106523  1106601  1138854 10455568
 13190402 14025442 15741861   974617  1007116  1040530  1053690  1077143
  1098844  1104604  8090440 13841744 15778319 15801492 15831255 16223404
   926737  7166863   959965   823576   828353   847521   862682   869150
   903800   918018   938700   939578   944466   944938   946839   962206
   994261  1013321  1015132  1017363  1035842  1043057  1044805  1058779
  1068258  1095374  1098066  1104238  1127831  5591154  9670830   820165
   821695   837969   840361   885592   887503   889188   901062   904236
   924864   938300   943076   951197   954651   956599   961554   993592
   998352  1004352  1004906  1012307  1022003  1032639  1036347  1044599
  1057365  1076881  1091922  1096036  1111116  1115228  1138443  7432861
 12188436 12263439 12755111 15452859 15571171 15926301   926682  8116306
   959074  1048462  1067606  1069312  5569230  5592734  6463504  8090521
  8156610 15452812   820082   823176   823530   827656   833273   834491
   859075   891516   914660   933272   941307   966170   967395   981288
   990797   992939  1003179  1007642  1008892  1012284  1022119  1023830
  1051040  1057011  1079820  1084551  1122180  1130375  1132231  1133072
  1137885  5567169  5995072  5995199  6391133  7024806  8118676  9333437
 13671962 13910288 15452434 15571290 15831499 15925334   897125   945805
   987562  1033814  9835773 15452505 17283348]","[1082185, 995242, 1029743, 1106523, 1133018]"
1717,1986,[899844],"[1082185, 995242, 1029743, 1106523, 1133018]"
